file,line,type,commit,author,date,time,timezone,datetime,depth,length
static\global.js,76,js,fc6e56ea,Juanpablo Andrew Heredia,2025-04-09,18:54:25,-03:00,2025-04-09T18:54:25-03:00,0,91
static\global.js,77,js,fc6e56ea,Juanpablo Andrew Heredia,2025-04-09,18:54:25,-03:00,2025-04-09T18:54:25-03:00,0,46
static\global.js,78,js,fc6e56ea,Juanpablo Andrew Heredia,2025-04-09,18:54:25,-03:00,2025-04-09T18:54:25-03:00,0,3
src\app.html,1,html,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,0,14
src\app.html,2,html,284b6213,Juanpablo Andrew Heredia,2025-03-20,21:18:04,-03:00,2025-03-20T21:18:04-03:00,0,15
src\app.html,3,html,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,1,5
src\app.html,4,html,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,2,23
src\app.html,5,html,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,2,56
src\app.html,6,html,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,2,52
src\app.html,7,html,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,2,15
src\app.html,8,html,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,2,67
src\app.html,9,html,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,2,60
src\app.html,10,html,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,2,65
src\app.html,11,html,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,1,6
src\app.html,12,html,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,1,41
src\app.html,13,html,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,2,52
src\app.html,14,html,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,1,6
src\app.html,15,html,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,0,6
src\routes\+page.svelte,1,svelte,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,0,12
src\routes\+page.svelte,2,svelte,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,0,56
src\routes\+page.svelte,3,svelte,91e61590,JuanPablo Andrew Heredia,2025-03-18,22:36:41,-03:00,2025-03-18T22:36:41-03:00,0,13
src\routes\+page.svelte,4,svelte,ecd6c17d,JuanPablo Andrew Heredia,2025-03-19,00:09:37,-03:00,2025-03-19T00:09:37-03:00,0,7
src\routes\+page.svelte,5,js,ecd6c17d,JuanPablo Andrew Heredia,2025-03-19,00:09:37,-03:00,2025-03-19T00:09:37-03:00,0,41
